name,muscle,equipment,movement_images,difficulty
Reverse Squat Press Squat,● Quadriceps,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Reverse-Squat-Press-Squat.gif,Intermediate
Reverse Tri Lunge,● Quadriceps,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Reverse-Tri-Lunge.gif,Intermediate
Rocket Jump,● Quadriceps,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Rocket_Jump_Quads_Leg_Exercise_Demo_How-to.gif,Beginner
Rolling Squat,● Quadriceps,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Rolling-Squat.gif,Advanced
Scissors Jump,● Quadriceps,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Scissors_Jump_Quads_Leg_Exercise_Demo_How-to.gif,Beginner
Side Lunge,● Quadriceps,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Side_Lunge_Leg_Exercise_Demo_How-to.gif,Beginner
Side Squats,● Quadriceps,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Side_Squats_Quadriceps_-_Exercise_Demo.gif,Beginner
Single Leg Barbell Step-ups,● Quadriceps,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Single-Leg-Step-ups.gif,Advanced
Single Leg Box Squat,● Quadriceps,Box,https://cdn.fitsw.com/assets/img/exerciseGifs/Single_Leg_Box_Squat_Exercise_Demo_How-to.gif,Intermediate
Single Leg Leg Press,● Quadriceps,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Single_Leg_Leg_Press_Leg_Exercise_Demo_How-to.gif,Intermediate
Single Leg Push-Off,● Quadriceps,Box,https://cdn.fitsw.com/assets/img/exerciseGifs/Single_Leg_Push-Off_Quads_Leg_Exercise_Demo_How-to.gif,Beginner
Single Leg Reverse Squat,● Quadriceps,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Single-Leg-Reverse-Squat.gif,Advanced
Single-Leg High Box Squat,● Quadriceps,Box,https://cdn.fitsw.com/assets/img/exerciseGifs/Single-Leg_High_Box_Squat_Legs_Quadriceps_Exercise_Demo_How-to.gif,Beginner
Smith Hack Squat,● Quadriceps,Smith Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Smith_Hack_Squat_Quads_Leg_Exercise_Demo_How-to.gif,Intermediate
Smith Machine Leg Press,● Quadriceps,Smith Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Smith_Machine_Leg_Press_Quadriceps_Leg_Exercise_Demo_How-to.gif,Intermediate
Smith Machine Rear Lunge,● Quadriceps,Smith Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Smith_Machine_Rear_Lunge_Quadriceps_-_Exercise_Demo.gif,Beginner
Smith Single Leg Split Squat,● Quadriceps,Smith Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Smith_Single_Leg_Split_Squat_Legs_Quad_Exercise_Demo_How-to.gif,Beginner
Smith Single Leg Tucked Squat,● Quadriceps,Smith Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Smith_Single_Leg_Tucked_Squat_Legs_Quad_Exercise_Demo_How-to.gif,Intermediate
Smith Wide Squat,● Quadriceps,Smith Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Smith_Wide_Squat_Legs_Quad_Exercise_Demo_How-to.gif,Beginner
Split Jerk,● Quadriceps,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Split_Jerk_Quads_Leg_Exercise_Demo_How-to.gif,Intermediate
Squat Jumps,● Quadriceps,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Squat_Jumps.gif,Beginner
Squat Thrusts,● Quadriceps,None,,Intermediate
Squat With Chains,● Quadriceps,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Squat_With_Chains_Legs_Quad_Exercise_Demo_How-to.gif,Intermediate
Stability Ball Wall Squat,● Quadriceps,Stability Ball,https://cdn.fitsw.com/assets/img/exerciseGifs/Stability_Ball_Wall_Squat_Leg_Exercise_Demo_How-to.gif,Beginner
Stairmaster,● Quadriceps,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Stairmaster_Cardio_Leg_Exercise_Demo_How-to.gif,Intermediate
Star Jacks,● Quadriceps,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Starjacks.gif,Intermediate
Suitcase Deadlift,● Quadriceps,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Suitcase_Deadlift_Leg_Exercise_Demo_How-to.gif,Advanced
Sumo Squats with Dumbbell,● Quadriceps,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Sumo_Squats_with_Dumbbell_Legs_Quad_Exercise_Demo_How-to.gif,Beginner
Suspended TRX Single Leg Squat,● Quadriceps,TRX,https://cdn.fitsw.com/assets/img/exerciseGifs/Suspended_TRX_Single_Leg_Squat_Legs_Quad_Exercise_Demo_How-to.gif,Intermediate
Suspended TRX Split Squat,● Quadriceps,TRX,https://cdn.fitsw.com/assets/img/exerciseGifs/Suspended__TRX_Split_Squat_Quads_Leg_Exercise_Demo_How-to.gif,Intermediate
Unstable Barbell Squat With Weights Hanging from Bands,● Quadriceps,"Barbell, Resistance Band",https://cdn.fitsw.com/assets/img/exerciseGifs/Unstable-Barbell-Squat-With-Weights-Hanging-from-Bands.gif,Advanced
Walking Prisoner Lunge,● Quadriceps,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Walking_Prisoner_Lunge_Legs_Quad_Exercise_Demo_How-to.gif,Beginner
Wall Ball Squat,● Quadriceps,Medicine Ball,https://cdn.fitsw.com/assets/img/exerciseGifs/Wall_Ball_Squat_Legs_Quad_Exercise_Demo_How-to.gif,Intermediate
Wall Sits,● Quadriceps,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Wall_Sits_Quadriceps_-_Exercise_Demo.gif,Beginner
Weighted Bulgarian Split Squat,● Quadriceps,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Weighted_Bulgarian_Split_Squat_Exercise_Demo_How-to.gif,Advanced
Weighted Jump Squat,● Quadriceps,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Weighted_Jump_Squat_Quads_Leg_Exercise_Demo_How-to.gif,Intermediate
Weighted Side Step Overs on Box,● Quadriceps,Box,https://cdn.fitsw.com/assets/img/exerciseGifs/Weighted-Side-Step-Overs-on-Box.gif,Advanced
Weighted Sissy Squat,● Quadriceps,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Weighted_Sissy_Squat_Quads_Leg_Exercise_Demo_How-to.gif,Advanced
Wide-Stance Barbell Squat,● Quadriceps,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Wide-Stance_Barbell_Squat_Quads_Leg_Exercise_Demo_How-to.gif,Beginner
Zercher squat,● Quadriceps,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Zercher_Squat_Leg_Exercise_Demo_How-to.gif,Advanced
Alternating Cable Front Raise,● Shoulders,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Alternating_Cable_Front_Raise_Shoulders_Delt_Exercise_Demo_How-to.gif,Beginner
Alternating Cable Shoulder Press,● Shoulders,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Alternating_Shoulder_Cable_Press_Delts_Shoulder_Exercise_Demo_How-to.gif,Beginner
Alternating Deltoid Raise,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Alternating_Deltoid_Raise_Delts_Shoulder_Exercise_Demo_How-to.gif,Beginner
Alternating Kettlebell Press,● Shoulders,Kettlebell,https://cdn.fitsw.com/assets/img/exerciseGifs/Alternating_KettleBell_Press_Shoulder_Exercise_Demo_How-to.gif,Intermediate
Alternating Vertical Wave Battle Ropes,● Shoulders,Battle Rope,https://cdn.fitsw.com/assets/img/exerciseGifs/Alternating-Vertical-Wave-Battle-Ropes.gif,Intermediate
Anti-Gravity Press,● Shoulders,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Anti-Gravity_Press_Shoulder_Exercise_Demo_How-to.gif,Beginner
Arnold Press,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Arnold_Press_Shoulders_Delt_Exercise_Demo_How-to.gif,Intermediate
Barbell Clean and Jerk,● Shoulders,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Barbell-Clean-and-Jerk.gif,Advanced
Barbell Front Raise,● Shoulders,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Barbell_Front_Raise_Shoulder_Delt_Exercise_Demo_How-to.gif,Beginner
Barbell Lying Rear Delt Row,● Shoulders,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Barbell_Lying_Rear_Delt_Row_Back_Delt_Exercise_Demo_How-to.gif,Beginner
Barbell Rear Delt Raise,● Shoulders,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Barbell_Rear_Delt_Raise_Exercise_Demo_How-to.gif,Intermediate
Barbell Rear Delt Row,● Shoulders,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Barbell_Rear_Delt_Row_Shoulder_Exercise_Demo_How-to.gif,Beginner
Barbell Upright Row,● Shoulders,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Barbell_Upright_Row_Shoulder_Exercise_Demo_How-to.gif,Beginner
Battling Ropes,● Shoulders,Battle Rope,https://cdn.fitsw.com/assets/img/exerciseGifs/Battling_Ropes_Arms_Shoulder_Exercise_Demo_How-to.gif,Beginner
Bent Over Dumbbell Rear Delt Raise With Head On Bench,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Bent_Over_Dumbbell_Rear_Delt_Raise_With_Head_On_Bench_Rear_Delts_Shoulder_Exercise_Demo_How-to.gif,Beginner
Bent Over Low-Pulley Side Lateral,● Shoulders,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Bent_Over_Low-Pulley_Side_Lateral_Shoulder_Exercise_Demo_How-to.gif,Beginner
Bradford/Rocky Presses,● Shoulders,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Bradford_Press_(Rocky_Press)_-_Shoulder_Exercise_Demo_How-to.gif,Beginner
Cable External Rotations,● Shoulders,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Cable_External_Rotations_Exercise_Demo_How-to.gif,Beginner
Cable Face Pulls,● Shoulders,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Cable_Facepull_Exercise_Demo_How-to.gif,Intermediate
Cable Internal Rotations,● Shoulders,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Cable_Internal_Rotation_Exercise_Demo_How-to.gif,Beginner
Cable Lateral Shoulder Raise Bilateral,● Shoulders,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Cable_Lateral_Shoulder_Raise_Bilateral_Shoulder_Exercise_Demo_How-to.gif,Beginner
Cable Reverse Fly,● Shoulders,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Cable_Reverse_Fly_Shoulders_Upper_Back_Rear_Delt_Exercise_Demo_How-to.gif,Beginner
Cable Rope Rear-Delt Rows,● Shoulders,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Cable_Rope_Rear-Delt_Rows_Shoulder_Exercise_Demo_How-to.gif,Beginner
Cable Shoulder Press,● Shoulders,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Standing_Cable_Shoulder_Press_Shoulder_Exercise_Demo_How-to.gif,Beginner
Cable Shoulder Press Behind Neck,● Shoulders,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Cable_Shoulder_Press_Behind_Neck_Shoulders_Delt_Exercise_Demo_How-to.gif,Intermediate
Cable Single-Arm Lateral Raise,● Shoulders,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Cable_One_Arm_Lateral_Raise_Shoulder_Exercise_Demo_How-to.gif,Beginner
Cable Twisting Overhead Press,● Shoulders,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Cable_Twisting_Overhead_Press_-_Shoulder_Exercise_Demo_How-to.gif,Intermediate
Cable Upright Row,● Shoulders,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Cable_Upright_Row_Shoulders_-_Exercise_Demo.gif,Intermediate
Cable Y Raise,● Shoulders,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Cable_Y_Raise_Side_Delts__Lateral_Delts_Shoulder_Exercise_Demo_How-to.gif,Intermediate
Cable Y Raise with Rope,● Shoulders,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Cable_Y_Raise_with_Rope_Attachment_Side_Delts__Lateral_Delts_Shoulder_Exercise_Demo_How-to.gif,Intermediate
Car Drivers,● Shoulders,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Car_Drivers_Shoulder_Exercise_Demo_How-to.gif,Beginner
Cuban Press,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Cuban_Press_Delts_Shoulder_Exercise_Demo_How-to.gif,Intermediate
Dumbbell Bent Over Raise,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Bent_Over_Raise_Exercise_Demo_How-to.gif,Beginner
Dumbbell Front Raises,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Front_Raises_-_Shoulders_Exercise_Demo.gif,Beginner
Dumbbell Incline Lateral Raise,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Incline_Lateral_Raise_Shoulder_Exercise_Demo_How-to.gif,Beginner
Dumbbell Incline Prone Front Raise,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Incline_Prone_Front_Raise_Shoulders_Delt_Exercise_Demo_How-to.gif,Beginner
Dumbbell Lateral Raise,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Lateral_Raise_Shoulder_Exercise_Demo_How-to.gif,Beginner
Dumbbell Lying Lateral Raise,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Lying_Lateral_Raise_w_Dumbbell_Shoulder_Exercise_Demo_How-to.gif,Beginner
Dumbbell Lying Single-Arm Rear Lateral Raise,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Lying_One-Arm_Rear_Lateral_Raise_Shoulder_Exercise_Demo_How-to.gif,Intermediate
Dumbbell Rear Delt Row,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Rear_Delt_Row_Rear_Delt_Back_Exercise_Demo_How-to.gif,Beginner
Dumbbell Shoulder Raise,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Shoulder_Raise_Shoulder_Exercise_Demo_How-to.gif,Beginner
Dumbbell Side Lateral Raise,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Side_Lateral_Raises_Shoulders_-_Exercise_Demo.gif,Beginner
Dumbbell Single-Arm Lateral Raise,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/One_Arm_Lateral_Raise_Dumbbell_Shoulder_Exercise_Demo_How-to.gif,Beginner
Dumbbell Upright Row,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Standing-Upright-Dumbbell-Row.gif,Beginner
External Rotation,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/External_Rotation_Shoulders_Rotator_Cuff_Exercise_Demo_How-to.gif,Beginner
Front Cable Raise,● Shoulders,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Front_Cable_Raise_Delts_Shoulder_Exercise_Demo_How-to.gif,Beginner
Front Dumbbell Raise,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Front_Dumbbell_Raise_Delt_Shoulder_Exercise_Demo_How-to.gif,Beginner
Handstand Push-ups,● Shoulders,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Handstand_Push-ups_Shoulders_Core_Delt_Exercise_Demo_How-to.gif,Advanced
Incline Dumbbell Rear Lateral Raise,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Incline_Dumbbell_Rear_Lateral_Raise_Exercise_Demo_How-to.gif,Intermediate
Internal Rotation With Band,● Shoulders,Resistance Band,https://cdn.fitsw.com/assets/img/exerciseGifs/Internal_Rotation_with_Bands_Rotator_Cuff_Shoulder_Exercise_Demo_How-to.gif,Beginner
Iron Cross,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Iron_Cross_Shoulders_Exercise_Demo_How-to.gif,Intermediate
Kettlebell Stability Press,● Shoulders,Kettlebell,https://cdn.fitsw.com/assets/img/exerciseGifs/Kettlebell-Stability-Press.gif,Advanced
Kettlebell Thruster,● Shoulders,Kettlebell,https://cdn.fitsw.com/assets/img/exerciseGifs/Kettlebell_Thruster_Shoulders_Delt_Exercise_Demo_How-to.gif,Intermediate
Kettlebell Turkish Get-Up (Lunge Style),● Shoulders,Kettlebell,https://cdn.fitsw.com/assets/img/exerciseGifs/Turkish-Get-Up-(Lunge-Style).gif,Intermediate
Kettlebell Turkish Get-Up (Squat Style),● Shoulders,Kettlebell,https://cdn.fitsw.com/assets/img/exerciseGifs/Turkish-Get-Up-Squat-Style.gif,Intermediate
Kipping Handstand Push-ups,● Shoulders,Wall,https://cdn.fitsw.com/assets/img/exerciseGifs/Kipping-Handstand-Push-up.gif,Advanced
Kneeling Front Raise Plate,● Shoulders,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Kneeling-Front-Raise-Plate.gif,Beginner
Landmine Press,● Shoulders,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Barbell_Landmine_Press_Exercise_Demo_How-to.gif,Beginner
Landmine Squat to One Arm Overhead Press,● Shoulders,"Barbell, Landmine",https://cdn.fitsw.com/assets/img/exerciseGifs/Landmine-Squat-to-One-Arm-Overhead-Press.gif,Intermediate
Leaning Single-Arm Dumbbell Lateral Raise,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Leaning-One-Arm-Lateral-Raise.gif,Intermediate
Leverage Shoulder Press,● Shoulders,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Leverage_Shoulder_Press_Shoulders_Delt_Exercise_Demo_How-to.gif,Beginner
Low Pulley Row To Neck,● Shoulders,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Low_Pulley_Row_to_Neck_Rear-delts_Shoulder_Exercise_Demo_How-to.gif,Beginner
Lying Lateral Side Raises Incline Bench,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Lying_Lateral_Side_Raises_Incline_Bench_Delts_Shoulder_Exercise_Demo_How-to.gif,Beginner
Lying Rear Delt Raise,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Lying_Rear_Delt_Raise_-_Shoulder_Exercise_Demo_How-to.gif,Intermediate
Military Press,● Shoulders,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/MilitaryPress.gif,Advanced
Overhead Front Raise With Plate,● Shoulders,Weight Plate,https://cdn.fitsw.com/assets/img/exerciseGifs/Overhead_Front_Raise_With_Plate_Shoulders_-_Exercise_Demo.gif,Intermediate
Plate Front Raises,● Shoulders,Weight Plate,https://cdn.fitsw.com/assets/img/exerciseGifs/Plate_Front_Raises_Shoulders_-_Exercise_Demo.gif,Intermediate
Power Clean,● Shoulders,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Power-Clean.gif,Advanced
Push Press,● Shoulders,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Push_Press_Delts_Shoulder_Exercise_Demo_How-to.gif,Advanced
Rear Delt Fly Resistance Band,● Shoulders,Resistance Band,https://cdn.fitsw.com/assets/img/exerciseGifs/Rear_Delt_Fly_Resistance_Band_Shoulders_Delt_Exercise_Demo_How-to.gif,Beginner
Rear Delt Single Side Cable Fly,● Shoulders,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Rear-Delt-Single-Side-Cable-Fly.gif,Beginner
Resistance Band Cobra,● Shoulders,Resistance Band,https://cdn.fitsw.com/assets/img/exerciseGifs/Resistance_Band_Cobra_Shoulders_Rear_Delt_Exercise_Demo_How-to.gif,Beginner
Resistance Band Pull Aparts,● Shoulders,Resistance Band,https://cdn.fitsw.com/assets/img/exerciseGifs/Resistance_Band_Pull_Apart_Exercise_Demo_How-to.gif,Beginner
Resistance Band Reverse Fly,● Shoulders,Resistance Band,https://cdn.fitsw.com/assets/img/exerciseGifs/Resistance_Band_Reverse_Fly_Shoulders_-_Exercise_Demo.gif,Beginner
Reverse Flyes,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Reverse_Flyes_Shoulder_Exercise_Demo_How-to.gif,Beginner
Reverse Flyes Machine,● Shoulders,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Reverse_Flyes_Machine_Shoulder_Exercise_Demo_How-to.gif,Beginner
Reverse Flyes With External Rotation,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Reverse_Flyes_with_External_Rotation_Delts_Shoulder_Exercise_Demo_How-to.gif,Intermediate
Seated Barbell Overhead Press (Shoulder Press),● Shoulders,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Barbell_Shoulder_Press_Shoulder_Exercise_Demo_How-to.gif,Intermediate
Seated Bent-Over Rear Delt Raise,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Seated_Bent-Over_Rear_Delt_Raise_Shoulder_Exercise_Demo_How-to.gif,Intermediate
Seated Cable Shoulder Press,● Shoulders,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Seated_Cable_Shoulder_Press_Shoulder_Exercise_Demo_How-to.gif,Beginner
Seated Dumbbell Incline Prone Front Raise,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Seated_Dumbbell_Incline_Prone_Front_Raise_Shoulders_Deltoid_Exercise_Demo_How-to.gif,Intermediate
Seated Dumbbell Shoulder Press,● Shoulders,"Bench, Dumbbells",https://cdn.fitsw.com/assets/img/exerciseGifs/Seated_Dumbbell_Shoulder_Press_Shoulders_Deltoid_Exercise_Demo_How-to.gif,Beginner
Seated Dumbbell Shoulder Press - No Back,● Shoulders,"Bench, Dumbbells",https://cdn.fitsw.com/assets/img/exerciseGifs/Seated_Dumbbell_Shoulder_Press_-_No_Backrest_Shoulder_Exercise_Demo_How-to.gif,Beginner
Seated Dumbbell Side Lateral Raise,● Shoulders,"Bench, Dumbbells",https://cdn.fitsw.com/assets/img/exerciseGifs/Seated_Side_Lateral_Raise_Shoulder_Exercise_Demo_How-to.gif,Beginner
Shoulder Press Machine,● Shoulders,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Shoulder_Press_Machine_Exercise_Demo_How-to.gif,Beginner
Side Laterals To Front Raise,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Side_laterals_to_front_raise_Delts_Shoulder_Exercise_Demo_How-to.gif,Beginner
Simultaneous Horizontal Wave Battle Ropes,● Shoulders,Battle Rope,https://cdn.fitsw.com/assets/img/exerciseGifs/Simultaneous-Horizontal-Wave-Battle-Ropes.gif,Intermediate
Simultaneous Vertical Wave Battle Rope,● Shoulders,Battle Rope,https://cdn.fitsw.com/assets/img/exerciseGifs/Simultaneous-Vertical-Wave-Battle-Rope.gif,Intermediate
Single Arm Dumbbell Upright Row,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Single_Arm_Dumbbell_Upright_Row_Traps_Shoulder_Exercise_Demo_How-to.gif,Intermediate
Single Arm Incline Raise,● Shoulders,"Bench, Dumbbells",https://cdn.fitsw.com/assets/img/exerciseGifs/Single_Arm_Incline_Raise_Shoulders_Deltoid_Exercise_Demo_How-to.gif,Beginner
Single Arm Shoulder Press Dumbbell,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Single_Arm_Shoulder_Press_Dumbbell_Shoulder_Exercise_Demo_How-to.gif,Intermediate
Single Arm Vertical Wave Battle Ropes,● Shoulders,Battle Rope,https://cdn.fitsw.com/assets/img/exerciseGifs/Single-Arm-Vertical-Wave-Battle-Ropes.gif,Intermediate
Single Dumbbell Raise,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Single_Dumbbell_Raise_Shoulder_Exercise_Demo_How-to.gif,Beginner
Single Side Cable Shoulder Press,● Shoulders,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Single-Side-Cable-Shoulder-Press.gif,Intermediate
Single-Arm Incline Lat Raise,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/ONE_ARM_INCLINE_LATERAL_RAISE.gif,Beginner
Single-Arm Kettlebell Push Press,● Shoulders,Kettlebell,https://cdn.fitsw.com/assets/img/exerciseGifs/One-Arm_Kettlebell_Push_Press_Delt_Shoulder_Exercise_Demo_How-to.gif,Intermediate
Single-Arm Kettlebell Snatch,● Shoulders,Kettlebell,https://cdn.fitsw.com/assets/img/exerciseGifs/One_Arm_Kettlebell_Snatch_Exercise_Demo_How-to.gif,Advanced
Single-Arm Linear Jammer,● Shoulders,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Single-Arm_Linear_Jammer_Shoulder_Exercise_Demo_How-to.gif,Intermediate
Single-Arm Side Laterals,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/One-arm_Side_Laterals_Shoulder_Exercise_Demo_How-to.gif,Beginner
Smith Machine Overhead Shoulder Press,● Shoulders,Smith Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Smith_Machine_Overhead_Shoulder_Press_Shoulder_Exercise_Demo_How-to.gif,Beginner
Smith Shoulder Press,● Shoulders,Smith Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Smith_Shoulder_Press_Shoulders_Delt_Exercise_Demo_How-to.gif,Beginner
Smith Upright Row,● Shoulders,Smith Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Smith_Machine_Upright_Rows_Shoulders_Deltoid_Exercise_Demo_How-to.gif,Beginner
Snatch-Grip Behind-The-Neck Overhead Press,● Shoulders,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Snatch-Grip_Behind-the-neck_Overhead_Press_Shoulder_Exercise_Demo_How-to.gif,Intermediate
Standing Alternating Dumbbell Press,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Standing_Alternating_Dumbbell_Press_Delts_Shoulder_Exercise_Demo_How-to.gif,Beginner
Standing Arnold Press,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Standing_Arnold_Press_Shoulders_Delt_(Deltoid)_Exercise_Demo_How-to.gif,Intermediate
Standing Barbell Overhead Press (Shoulder Press),● Shoulders,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Standing_Military_Press_Shoulder_Exercise_Demo_How-to.gif,Beginner
Standing Bradford Press,● Shoulders,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Standing_Bradford_Press_Shoulder_Exercise_Demo_How-to.gif,Beginner
Standing Dumbbell Cobra,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Standing_Dumbbell_Cobra_Shoulders_Back_Exercise_Demo_How-to.gif,Beginner
Standing Dumbbell Front Delt Raise Above Head,● Shoulders,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Standing_Dumbbell_Front_Delt_Raise_Above_Head_Delts_Shoulder_Exercise_Demo_How-to.gif,Intermediate
